A	B	dist
D.sec-4	D.ins-4	0.035488272485454636
D.sec-4	D.sec-1	0.0015206422950181462
D.sec-4	D.sec-2	7.243000559694441e-4
D.sec-4	D.sec-3	0.0015206422950181462
D.sec-4	D.sec-4	0
D.sec-4	D.sec-5	0.001520642295018146
D.sec-4	D.sec-6	0.0015206422950181462
D.sec-4	D.tro-1	0.02247002594930175
D.sec-4	D.tro-2	0.02247002594930175
D.sec-4	D.tro-3	0.022470025949301753
D.sec-4	D.tro-4	0.02247002594930175
D.sec-4	D.tro-5	0.02247002594930175
D.sec-4	DmelR7-1	0.003993672890608956
D.sec-4	DmelR7-10	0.021157808993803442
D.sec-4	DmelR7-11	0.003993672890608956
D.sec-4	DmelR7-12	0.003993672890608956
D.sec-4	DmelR7-13	0.003993672890608956
D.sec-4	DmelR7-14	0.003993672890608956
D.sec-4	DmelR7-15	0.003993672890608956
D.sec-4	DmelR7-16	0.003993672890608955
D.sec-4	DmelR7-17	0.021157808993803442
D.sec-4	DmelR7-18	0.003993672890608956
D.sec-4	DmelR7-19	0.003993672890608955
D.sec-4	DmelR7-2	0.003993672890608956
D.sec-4	DmelR7-20	0.003993672890608955
D.sec-4	DmelR7-21	0.003993672890608955
D.sec-4	DmelR7-3	0.003993672890608955
D.sec-4	DmelR7-4	0.003993672890608956
D.sec-4	DmelR7-5	0.003993672890608955
D.sec-4	DmelR7-6	0.003993672890608955
D.sec-4	DmelR7-7	0.003993672890608955
D.sec-4	DmelR7-8	0.003993672890608955
D.sec-4	DmelR7-9	0.003993672890608956
D.sec-4	Dpau06-1	0.022470025949301753
D.sec-4	Dpau06-2	0.03287687480331244
D.sec-4	Dpau06-3	0.022470025949301753
D.sec-4	Dpau06-4	0.02247002594930175
D.sec-4	Dpau06-5	0.02247002594930175
D.sec-4	Dpau06-6	0.02247002594930175
D.sec-4	Dpau06-7	0.03287687480331244
D.sec-4	Dpau06-8	0.022470025949301753
D.sec-4	Dpau06-9	0.022470025949301753
D.sec-4	DsimS9-1	0.004348367210671658
D.sec-4	DsimS9-10	0.009847221949304152
D.sec-4	DsimS9-11	0.004348367210671658
D.sec-4	DsimS9-12	0.004348367210671658
D.sec-4	DsimS9-13	0.004348367210671658
D.sec-4	DsimS9-14	0.009847221949304152
D.sec-4	DsimS9-2	0.004348367210671658
D.sec-4	DsimS9-3	0.004348367210671658
D.sec-4	DsimS9-4	0.004348367210671658
D.sec-4	DsimS9-5	0.004348367210671658
D.sec-4	DsimS9-6	0.01071814526367422
D.sec-4	DsimS9-7	0.004348367210671658
D.sec-4	DsimS9-8	0.009847221949304152
D.sec-4	DsimS9-9	0.004348367210671658
D.sec-4	Dwil17-2	0.02247002594930175
D.sec-4	Dwil17-3	0.035488272485454636
D.sec-4	Dwil17-4	0.02247002594930175
D.sec-5	D.car-2	0.04682878652592269
D.sec-5	D.car-3	0.04682878652592269
D.sec-5	D.car-4	0.04682878652592269
D.sec-5	D.car-5	0.04682878652592269
D.sec-5	D.car-6	0.04682878652592269
D.sec-5	D.car-7	0.04682878652592269
D.sec-5	D.equ-1	0.022470025949301746
D.sec-5	D.equ-2	0.022470025949301746
D.sec-5	D.equ-3	0.028214073396171248
D.sec-5	D.equ-4	0.022470025949301746
D.sec-5	D.ins-1	0.035488272485454636
D.sec-5	D.ins-2	0.035488272485454636
D.sec-5	D.ins-3	0.035488272485454636
D.sec-5	D.ins-4	0.035488272485454636
D.sec-5	D.sec-1	0.0010267011913034833
D.sec-5	D.sec-2	0.001520642295018146
D.sec-5	D.sec-3	0.0010267011913034833
D.sec-5	D.sec-4	0.001520642295018146
D.sec-5	D.sec-5	0
D.sec-5	D.sec-6	6.238790559486586e-4
D.sec-5	D.tro-1	0.022470025949301746
D.sec-5	D.tro-2	0.022470025949301746
D.sec-5	D.tro-3	0.02247002594930175
D.sec-5	D.tro-4	0.022470025949301746
D.sec-5	D.tro-5	0.022470025949301746
D.sec-5	DmelR7-1	0.003993672890608956
D.sec-5	DmelR7-10	0.021157808993803442
D.sec-5	DmelR7-11	0.003993672890608956
D.sec-5	DmelR7-12	0.003993672890608956
D.sec-5	DmelR7-13	0.003993672890608956
D.sec-5	DmelR7-14	0.003993672890608956
D.sec-5	DmelR7-15	0.003993672890608956
D.sec-5	DmelR7-16	0.003993672890608955
D.sec-5	DmelR7-17	0.021157808993803442
D.sec-5	DmelR7-18	0.003993672890608956
D.sec-5	DmelR7-19	0.003993672890608955
D.sec-5	DmelR7-2	0.003993672890608956
D.sec-5	DmelR7-20	0.003993672890608955
D.sec-5	DmelR7-21	0.003993672890608955
D.sec-5	DmelR7-3	0.003993672890608955
D.sec-5	DmelR7-4	0.003993672890608956
D.sec-5	DmelR7-5	0.003993672890608955
D.sec-5	DmelR7-6	0.003993672890608955
D.sec-5	DmelR7-7	0.003993672890608955
D.sec-5	DmelR7-8	0.003993672890608955
D.sec-5	DmelR7-9	0.003993672890608956
D.sec-5	Dpau06-1	0.02247002594930175
D.sec-5	Dpau06-2	0.03287687480331244
D.sec-5	Dpau06-3	0.02247002594930175
D.sec-5	Dpau06-4	0.022470025949301746
D.sec-5	Dpau06-5	0.022470025949301746
D.sec-5	Dpau06-6	0.022470025949301746
D.sec-5	Dpau06-7	0.03287687480331244
D.sec-5	Dpau06-8	0.02247002594930175
D.sec-5	Dpau06-9	0.02247002594930175
D.sec-5	DsimS9-1	0.004348367210671658
D.sec-5	DsimS9-10	0.009847221949304152
D.sec-5	DsimS9-11	0.004348367210671658
D.sec-5	DsimS9-12	0.004348367210671658
D.sec-5	DsimS9-13	0.004348367210671658
D.sec-5	DsimS9-14	0.009847221949304152
D.sec-5	DsimS9-2	0.004348367210671658
D.sec-5	DsimS9-3	0.004348367210671658
D.sec-5	DsimS9-4	0.004348367210671658
D.sec-5	DsimS9-5	0.004348367210671658
D.sec-5	DsimS9-6	0.01071814526367422
D.sec-5	DsimS9-7	0.004348367210671658
D.sec-5	DsimS9-8	0.009847221949304152
D.sec-5	DsimS9-9	0.004348367210671658
D.sec-5	Dwil17-2	0.022470025949301746
D.sec-5	Dwil17-3	0.035488272485454636
D.sec-5	Dwil17-4	0.022470025949301746
D.sec-6	D.car-2	0.04682878652592269
D.sec-6	D.car-3	0.04682878652592269
D.sec-6	D.car-4	0.04682878652592269
D.sec-6	D.car-5	0.04682878652592269
D.sec-6	D.car-6	0.04682878652592269
D.sec-6	D.car-7	0.04682878652592269
D.sec-6	D.equ-1	0.022470025949301746
D.sec-6	D.equ-2	0.022470025949301746
D.sec-6	D.equ-3	0.028214073396171248
D.sec-6	D.equ-4	0.022470025949301746
D.sec-6	D.ins-1	0.035488272485454636
D.sec-6	D.ins-2	0.035488272485454636
D.sec-6	D.ins-3	0.035488272485454636
D.sec-6	D.ins-4	0.035488272485454636
D.sec-6	D.sec-1	0.0010267011913034836
D.sec-6	D.sec-2	0.0015206422950181462
D.sec-6	D.sec-3	0.0010267011913034836
D.sec-6	D.sec-4	0.0015206422950181462
D.sec-6	D.sec-5	6.238790559486586e-4
D.sec-6	D.sec-6	0
D.sec-6	D.tro-1	0.022470025949301746
D.sec-6	D.tro-2	0.022470025949301746
D.sec-6	D.tro-3	0.02247002594930175
D.sec-6	D.tro-4	0.022470025949301746
D.sec-6	D.tro-5	0.022470025949301746
D.sec-6	DmelR7-1	0.003993672890608956
D.sec-6	DmelR7-10	0.021157808993803442
D.sec-6	DmelR7-11	0.003993672890608956
D.sec-6	DmelR7-12	0.003993672890608956
D.sec-6	DmelR7-13	0.003993672890608956
D.sec-6	DmelR7-14	0.003993672890608956
D.sec-6	DmelR7-15	0.003993672890608956
D.sec-6	DmelR7-16	0.003993672890608955
D.sec-6	DmelR7-17	0.021157808993803442
D.sec-6	DmelR7-18	0.003993672890608956
D.sec-6	DmelR7-19	0.003993672890608955
D.sec-6	DmelR7-2	0.003993672890608956
D.sec-6	DmelR7-20	0.003993672890608955
D.sec-6	DmelR7-21	0.003993672890608955
D.sec-6	DmelR7-3	0.003993672890608955
D.sec-6	DmelR7-4	0.003993672890608956
D.sec-6	DmelR7-5	0.003993672890608955
D.sec-6	DmelR7-6	0.003993672890608955
D.sec-6	DmelR7-7	0.003993672890608955
D.sec-6	DmelR7-8	0.003993672890608955
D.sec-6	DmelR7-9	0.003993672890608956
D.sec-6	Dpau06-1	0.02247002594930175
D.sec-6	Dpau06-2	0.03287687480331244
D.sec-6	Dpau06-3	0.02247002594930175
D.sec-6	Dpau06-4	0.022470025949301746
D.sec-6	Dpau06-5	0.022470025949301746
D.sec-6	Dpau06-6	0.022470025949301746
D.sec-6	Dpau06-7	0.03287687480331244
D.sec-6	Dpau06-8	0.02247002594930175
D.sec-6	Dpau06-9	0.02247002594930175
D.sec-6	DsimS9-1	0.004348367210671658
D.sec-6	DsimS9-10	0.009847221949304152
D.sec-6	DsimS9-11	0.004348367210671658
D.sec-6	DsimS9-12	0.004348367210671658
D.sec-6	DsimS9-13	0.004348367210671658
D.sec-6	DsimS9-14	0.009847221949304152
D.sec-6	DsimS9-2	0.004348367210671658
D.sec-6	DsimS9-3	0.004348367210671658
D.sec-6	DsimS9-4	0.004348367210671658
D.sec-6	DsimS9-5	0.004348367210671658
D.sec-6	DsimS9-6	0.01071814526367422
D.sec-6	DsimS9-7	0.004348367210671658
D.sec-6	DsimS9-8	0.009847221949304152
D.sec-6	DsimS9-9	0.004348367210671658
D.sec-6	Dwil17-2	0.022470025949301746
D.sec-6	Dwil17-3	0.035488272485454636
D.sec-6	Dwil17-4	0.022470025949301746
DmelR7-1	D.car-2	0.04682878652592269
DmelR7-1	D.car-3	0.04682878652592269
DmelR7-1	D.car-4	0.04682878652592269
DmelR7-1	D.car-5	0.04682878652592269
DmelR7-1	D.car-6	0.04682878652592269
DmelR7-1	D.car-7	0.04682878652592269
DmelR7-1	D.equ-1	0.02247002594930175
DmelR7-1	D.equ-2	0.02247002594930175
DmelR7-1	D.equ-3	0.028214073396171248
DmelR7-1	D.equ-4	0.02247002594930175
DmelR7-1	D.ins-1	0.03548827248545464
DmelR7-1	D.ins-2	0.03548827248545464
DmelR7-1	D.ins-3	0.03548827248545464
DmelR7-1	D.ins-4	0.035488272485454636
DmelR7-1	D.sec-1	0.003993672890608956
DmelR7-1	D.sec-2	0.003993672890608956
DmelR7-1	D.sec-3	0.003993672890608956
DmelR7-1	D.sec-4	0.003993672890608956
DmelR7-1	D.sec-5	0.003993672890608956
DmelR7-1	D.sec-6	0.003993672890608956
DmelR7-1	D.tro-1	0.02247002594930175
DmelR7-1	D.tro-2	0.02247002594930175
DmelR7-1	D.tro-3	0.022470025949301753
DmelR7-1	D.tro-4	0.02247002594930175
DmelR7-1	D.tro-5	0.02247002594930175
DmelR7-1	DmelR7-1	0
DmelR7-1	DmelR7-10	0.02115780899380344
DmelR7-1	DmelR7-11	0.002893452824113338
DmelR7-1	DmelR7-12	0.002523828534928087
DmelR7-1	DmelR7-13	0.002523828534928087
DmelR7-1	DmelR7-14	0.0025238285349280867
DmelR7-1	DmelR7-15	0.0030488174264142196
DmelR7-1	DmelR7-16	0.0025238285349280867
DmelR7-1	DmelR7-17	0.02115780899380344
DmelR7-1	DmelR7-18	0.002523828534928087
DmelR7-1	DmelR7-19	0.0022021711335646994
DmelR7-1	DmelR7-2	0.001731963404207177
DmelR7-1	DmelR7-20	0.0025238285349280867
DmelR7-1	DmelR7-21	0.002893452824113338
DmelR7-1	DmelR7-3	0.0030488174264142196
DmelR7-1	DmelR7-4	0.0014945706950787734
DmelR7-1	DmelR7-5	0.0025238285349280867
DmelR7-1	DmelR7-6	0.0022021711335646994
DmelR7-1	DmelR7-7	0.0030488174264142196
DmelR7-1	DmelR7-8	0.0025238285349280867
DmelR7-1	DmelR7-9	0.0030488174264142196
DmelR7-1	Dpau06-1	0.022470025949301753
DmelR7-1	Dpau06-2	0.03287687480331244
DmelR7-1	Dpau06-3	0.022470025949301753
DmelR7-1	Dpau06-4	0.02247002594930175
DmelR7-1	Dpau06-5	0.02247002594930175
DmelR7-1	Dpau06-6	0.02247002594930175
DmelR7-1	Dpau06-7	0.03287687480331244
DmelR7-1	Dpau06-8	0.022470025949301753
DmelR7-1	Dpau06-9	0.022470025949301753
DmelR7-1	DsimS9-1	0.004348367210671658
DmelR7-1	DsimS9-10	0.009847221949304152
DmelR7-1	DsimS9-11	0.004348367210671658
DmelR7-1	DsimS9-12	0.004348367210671658
DmelR7-1	DsimS9-13	0.004348367210671658
DmelR7-1	DsimS9-14	0.00984722194930415
DmelR7-1	DsimS9-2	0.004348367210671658
DmelR7-1	DsimS9-3	0.004348367210671658
DmelR7-1	DsimS9-4	0.004348367210671658
DmelR7-1	DsimS9-5	0.004348367210671658
DmelR7-1	DsimS9-6	0.01071814526367422
DmelR7-1	DsimS9-7	0.004348367210671658
DmelR7-1	DsimS9-8	0.00984722194930415
DmelR7-1	DsimS9-9	0.004348367210671658
DmelR7-1	Dwil17-2	0.02247002594930175
DmelR7-1	Dwil17-3	0.035488272485454636
DmelR7-1	Dwil17-4	0.02247002594930175
DmelR7-10	D.car-2	0.046828786525922685
DmelR7-10	D.car-3	0.046828786525922685
DmelR7-10	D.car-4	0.046828786525922685
DmelR7-10	D.car-5	0.046828786525922685
DmelR7-10	D.car-6	0.046828786525922685
DmelR7-10	D.car-7	0.046828786525922685
DmelR7-10	D.equ-1	0.022470025949301753
DmelR7-10	D.equ-2	0.022470025949301753
DmelR7-10	D.equ-3	0.028214073396171248
DmelR7-10	D.equ-4	0.022470025949301753
DmelR7-10	D.ins-1	0.03548827248545464
DmelR7-10	D.ins-2	0.03548827248545464
DmelR7-10	D.ins-3	0.03548827248545464
DmelR7-10	D.ins-4	0.035488272485454636
DmelR7-10	D.sec-1	0.02115780899380344
DmelR7-10	D.sec-2	0.021157808993803442
DmelR7-10	D.sec-3	0.02115780899380344
DmelR7-10	D.sec-4	0.021157808993803442
DmelR7-10	D.sec-5	0.021157808993803442
DmelR7-10	D.sec-6	0.021157808993803442
DmelR7-10	D.tro-1	0.022470025949301753
DmelR7-10	D.tro-2	0.022470025949301753
DmelR7-10	D.tro-3	0.022470025949301753
DmelR7-10	D.tro-4	0.022470025949301753
DmelR7-10	D.tro-5	0.022470025949301753
DmelR7-10	DmelR7-1	0.02115780899380344
DmelR7-10	DmelR7-10	0
DmelR7-10	DmelR7-11	0.02115780899380344
DmelR7-10	DmelR7-12	0.02115780899380344
DmelR7-10	DmelR7-13	0.02115780899380344
DmelR7-10	DmelR7-14	0.02115780899380344
DmelR7-10	DmelR7-15	0.02115780899380344
DmelR7-10	DmelR7-16	0.02115780899380344
DmelR7-10	DmelR7-17	0.020807635578377576
DmelR7-10	DmelR7-18	0.02115780899380344
DmelR7-10	DmelR7-19	0.02115780899380344
DmelR7-10	DmelR7-2	0.02115780899380344
DmelR7-10	DmelR7-20	0.02115780899380344
DmelR7-10	DmelR7-21	0.02115780899380344
DmelR7-10	DmelR7-3	0.02115780899380344
DmelR7-10	DmelR7-4	0.02115780899380344
DmelR7-10	DmelR7-5	0.02115780899380344
DmelR7-10	DmelR7-6	0.02115780899380344
DmelR7-10	DmelR7-7	0.02115780899380344
DmelR7-10	DmelR7-8	0.02115780899380344
DmelR7-10	DmelR7-9	0.02115780899380344
DmelR7-10	Dpau06-1	0.022470025949301753
DmelR7-10	Dpau06-2	0.032876874803312445
DmelR7-10	Dpau06-3	0.022470025949301753
DmelR7-10	Dpau06-4	0.022470025949301753
DmelR7-10	Dpau06-5	0.022470025949301753
DmelR7-10	Dpau06-6	0.022470025949301753
DmelR7-10	Dpau06-7	0.032876874803312445
DmelR7-10	Dpau06-8	0.022470025949301753
DmelR7-10	Dpau06-9	0.022470025949301753
DmelR7-10	DsimS9-1	0.02115780899380344
DmelR7-10	DsimS9-10	0.021157808993803442
DmelR7-10	DsimS9-11	0.021157808993803442
DmelR7-10	DsimS9-12	0.021157808993803442
DmelR7-10	DsimS9-13	0.021157808993803442
DmelR7-10	DsimS9-14	0.02115780899380344
DmelR7-10	DsimS9-2	0.021157808993803442
DmelR7-10	DsimS9-3	0.02115780899380344
DmelR7-10	DsimS9-4	0.021157808993803442
DmelR7-10	DsimS9-5	0.02115780899380344
DmelR7-10	DsimS9-6	0.021157808993803442
DmelR7-10	DsimS9-7	0.021157808993803442
DmelR7-10	DsimS9-8	0.02115780899380344
DmelR7-10	DsimS9-9	0.02115780899380344
DmelR7-10	Dwil17-2	0.022470025949301753
DmelR7-10	Dwil17-3	0.035488272485454636
DmelR7-10	Dwil17-4	0.022470025949301753
DmelR7-11	D.car-2	0.04682878652592269
DmelR7-11	D.car-3	0.04682878652592269
DmelR7-11	D.car-4	0.04682878652592269
DmelR7-11	D.car-5	0.04682878652592269
DmelR7-11	D.car-6	0.04682878652592269
DmelR7-11	D.car-7	0.04682878652592269
DmelR7-11	D.equ-1	0.02247002594930175
DmelR7-11	D.equ-2	0.02247002594930175
DmelR7-11	D.equ-3	0.028214073396171248
DmelR7-11	D.equ-4	0.02247002594930175
DmelR7-11	D.ins-1	0.03548827248545464
